endpoint,predicate,local_name,usage_count,text
lmdb,http://data.linkedmdb.org/resource/movie/music_contributor,music_contributor,19643,http://data.linkedmdb.org/resource/movie/music_contributor music_contributor music contributor music contributor lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_character,film_character,17822,http://data.linkedmdb.org/resource/movie/film_character film_character film character film character lmdb
lmdb,http://data.linkedmdb.org/resource/movie/writer_writerid,writer_writerid,17335,http://data.linkedmdb.org/resource/movie/writer_writerid writer_writerid writer writerid writer writerid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/writer_name,writer_name,17335,http://data.linkedmdb.org/resource/movie/writer_name writer_name writer name writer name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_crew_role,film_crew_role,17237,http://data.linkedmdb.org/resource/movie/film_crew_role film_crew_role film crew role film crew role lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_crew_gig_name,film_crew_gig_name,17237,http://data.linkedmdb.org/resource/movie/film_crew_gig_name film_crew_gig_name film crew gig name film crew gig name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_crew_gig_id,film_crew_gig_id,17237,http://data.linkedmdb.org/resource/movie/film_crew_gig_id film_crew_gig_id film crew gig id film crew gig id lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_crew_gig_film_crew_gigid,film_crew_gig_film_crew_gigid,17237,http://data.linkedmdb.org/resource/movie/film_crew_gig_film_crew_gigid film_crew_gig_film_crew_gigid film crew gig film crew gigid film crew gig film crew gigid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/director_name,director_name,17156,http://data.linkedmdb.org/resource/movie/director_name director_name director name director name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/director_directorid,director_directorid,17156,http://data.linkedmdb.org/resource/movie/director_directorid director_directorid director directorid director directorid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_crew_gig_film,film_crew_gig_film,17081,http://data.linkedmdb.org/resource/movie/film_crew_gig_film film_crew_gig_film film crew gig film film crew gig film lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_crew_gig_film_job,film_crew_gig_film_job,17074,http://data.linkedmdb.org/resource/movie/film_crew_gig_film_job film_crew_gig_film_job film crew gig film job film crew gig film job lmdb
lmdb,http://xmlns.com/foaf/0.1/based_near,based_near,16587,http://xmlns.com/foaf/0.1/based_near based_near based near based near lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country,country,16587,http://data.linkedmdb.org/resource/movie/country country country country lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_character_name,film_character_name,15752,http://data.linkedmdb.org/resource/movie/film_character_name film_character_name film character name film character name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_character_film_characterid,film_character_film_characterid,15752,http://data.linkedmdb.org/resource/movie/film_character_film_characterid film_character_film_characterid film character film characterid film character film characterid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_year,film_film_distributor_relationship_year,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_year film_film_distributor_relationship_year film film distributor relationship year film film distributor relationship year lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_region,film_film_distributor_relationship_region,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_region film_film_distributor_relationship_region film film distributor relationship region film film distributor relationship region lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_name,film_film_distributor_relationship_name,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_name film_film_distributor_relationship_name film film distributor relationship name film film distributor relationship name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_freebase_url,film_film_distributor_relationship_freebase_url,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_freebase_url film_film_distributor_relationship_freebase_url film film distributor relationship freebase url film film distributor relationship freebase url lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_film_film_distributor_relationshipid,film_film_distributor_relationship_film_film_distributor_relationshipid,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_film_film_distributor_relationshipid film_film_distributor_relationship_film_film_distributor_relationshipid film film distributor relationship film film distributor relationshipid film film distributor relationship film film distributor relationshipid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_film_distribution_medium,film_film_distributor_relationship_film_distribution_medium,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_film_distribution_medium film_film_distributor_relationship_film_distribution_medium film film distributor relationship film distribution medium film film distributor relationship film distribution medium lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_film_cut,film_film_distributor_relationship_film_cut,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_film_cut film_film_distributor_relationship_film_cut film film distributor relationship film cut film film distributor relationship film cut lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_distributor,film_film_distributor_relationship_distributor,15256,http://data.linkedmdb.org/resource/movie/film_film_distributor_relationship_distributor film_film_distributor_relationship_distributor film film distributor relationship distributor film film distributor relationship distributor lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_distributor,film_distributor,15248,http://data.linkedmdb.org/resource/movie/film_distributor film_distributor film distributor film distributor lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_of_distributor,film_of_distributor,15220,http://data.linkedmdb.org/resource/movie/film_of_distributor film_of_distributor film of distributor film of distributor lmdb
lmdb,http://data.linkedmdb.org/resource/movie/producer_producerid,producer_producerid,14882,http://data.linkedmdb.org/resource/movie/producer_producerid producer_producerid producer producerid producer producerid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/producer_name,producer_name,14882,http://data.linkedmdb.org/resource/movie/producer_name producer_name producer name producer name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/genre,genre,13018,http://data.linkedmdb.org/resource/movie/genre genre genre genre lmdb
lmdb,http://www.w3.org/2000/01/rdf-schema#SeeAlso,SeeAlso,12990,http://www.w3.org/2000/01/rdf-schema#SeeAlso SeeAlso see also see also lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_cut,film_cut,11888,http://data.linkedmdb.org/resource/movie/film_cut film_cut film cut film cut lmdb
lmdb,http://data.linkedmdb.org/resource/movie/production_company,production_company,10920,http://data.linkedmdb.org/resource/movie/production_company production_company production company production company lmdb
lmdb,http://data.linkedmdb.org/resource/movie/editor,editor,9245,http://data.linkedmdb.org/resource/movie/editor editor editor editor lmdb
lmdb,http://www.w3.org/2004/02/skos/core#subject,subject,6438,http://www.w3.org/2004/02/skos/core#subject subject subject subject lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_subject,film_subject,6412,http://data.linkedmdb.org/resource/movie/film_subject film_subject film subject film subject lmdb
lmdb,http://data.linkedmdb.org/resource/movie/performance_special_performance_type,performance_special_performance_type,5896,http://data.linkedmdb.org/resource/movie/performance_special_performance_type performance_special_performance_type performance special performance type performance special performance type lmdb
lmdb,http://data.linkedmdb.org/resource/movie/featured_film_location,featured_film_location,4870,http://data.linkedmdb.org/resource/movie/featured_film_location featured_film_location featured film location featured film location lmdb
lmdb,http://data.linkedmdb.org/resource/movie/music_contributor_name,music_contributor_name,4529,http://data.linkedmdb.org/resource/movie/music_contributor_name music_contributor_name music contributor name music contributor name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/music_contributor_music_contributorid,music_contributor_music_contributorid,4529,http://data.linkedmdb.org/resource/movie/music_contributor_music_contributorid music_contributor_music_contributorid music contributor music contributorid music contributor music contributorid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_job_name,film_job_name,4004,http://data.linkedmdb.org/resource/movie/film_job_name film_job_name film job name film job name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_job_film_jobid,film_job_film_jobid,4004,http://data.linkedmdb.org/resource/movie/film_job_film_jobid film_job_film_jobid film job film jobid film job film jobid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/sequel,sequel,3989,http://data.linkedmdb.org/resource/movie/sequel sequel sequel sequel lmdb
lmdb,http://data.linkedmdb.org/resource/movie/prequel,prequel,3989,http://data.linkedmdb.org/resource/movie/prequel prequel prequel prequel lmdb
lmdb,http://data.linkedmdb.org/resource/movie/editor_name,editor_name,3290,http://data.linkedmdb.org/resource/movie/editor_name editor_name editor name editor name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/editor_editorid,editor_editorid,3290,http://data.linkedmdb.org/resource/movie/editor_editorid editor_editorid editor editorid editor editorid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/cinematographer_name,cinematographer_name,3263,http://data.linkedmdb.org/resource/movie/cinematographer_name cinematographer_name cinematographer name cinematographer name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/cinematographer_cinematographerid,cinematographer_cinematographerid,3263,http://data.linkedmdb.org/resource/movie/cinematographer_cinematographerid cinematographer_cinematographerid cinematographer cinematographerid cinematographer cinematographerid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_art_director,film_art_director,2625,http://data.linkedmdb.org/resource/movie/film_art_director film_art_director film art director film art director lmdb
lmdb,http://data.linkedmdb.org/resource/movie/cinematographer,cinematographer,1955,http://data.linkedmdb.org/resource/movie/cinematographer cinematographer cinematographer cinematographer lmdb
lmdb,http://data.linkedmdb.org/resource/movie/production_company_production_companyid,production_company_production_companyid,1926,http://data.linkedmdb.org/resource/movie/production_company_production_companyid production_company_production_companyid production company production companyid production company production companyid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/production_company_name,production_company_name,1926,http://data.linkedmdb.org/resource/movie/production_company_name production_company_name production company name production company name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_location_name,film_location_name,1315,http://data.linkedmdb.org/resource/movie/film_location_name film_location_name film location name film location name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_location_film_locationid,film_location_film_locationid,1315,http://data.linkedmdb.org/resource/movie/film_location_film_locationid film_location_film_locationid film location film locationid film location film locationid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/story_contributor,story_contributor,1262,http://data.linkedmdb.org/resource/movie/story_contributor story_contributor story contributor story contributor lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_story_contributor,film_story_contributor,1262,http://data.linkedmdb.org/resource/movie/film_story_contributor film_story_contributor film story contributor film story contributor lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_subject_name,film_subject_name,1249,http://data.linkedmdb.org/resource/movie/film_subject_name film_subject_name film subject name film subject name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_subject_film_subjectid,film_subject_film_subjectid,1249,http://data.linkedmdb.org/resource/movie/film_subject_film_subjectid film_subject_film_subjectid film subject film subjectid film subject film subjectid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/personal_film_appearance_type_of_appearance,personal_film_appearance_type_of_appearance,1120,http://data.linkedmdb.org/resource/movie/personal_film_appearance_type_of_appearance personal_film_appearance_type_of_appearance personal film appearance type of appearance personal film appearance type of appearance lmdb
lmdb,http://data.linkedmdb.org/resource/movie/personal_film_appearance_personal_film_appearanceid,personal_film_appearance_personal_film_appearanceid,1120,http://data.linkedmdb.org/resource/movie/personal_film_appearance_personal_film_appearanceid personal_film_appearance_personal_film_appearanceid personal film appearance personal film appearanceid personal film appearance personal film appearanceid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/personal_film_appearance_person,personal_film_appearance_person,1120,http://data.linkedmdb.org/resource/movie/personal_film_appearance_person personal_film_appearance_person personal film appearance person personal film appearance person lmdb
lmdb,http://data.linkedmdb.org/resource/movie/personal_film_appearance_name,personal_film_appearance_name,1120,http://data.linkedmdb.org/resource/movie/personal_film_appearance_name personal_film_appearance_name personal film appearance name personal film appearance name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/personal_film_appearance,personal_film_appearance,1118,http://data.linkedmdb.org/resource/movie/personal_film_appearance personal_film_appearance personal film appearance personal film appearance lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_format,film_format,1006,http://data.linkedmdb.org/resource/movie/film_format film_format film format film format lmdb
lmdb,http://data.linkedmdb.org/resource/movie/executive_producer,executive_producer,954,http://data.linkedmdb.org/resource/movie/executive_producer executive_producer executive producer executive producer lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_story_contributor_name,film_story_contributor_name,740,http://data.linkedmdb.org/resource/movie/film_story_contributor_name film_story_contributor_name film story contributor name film story contributor name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_story_contributor_film_story_contributorid,film_story_contributor_film_story_contributorid,740,http://data.linkedmdb.org/resource/movie/film_story_contributor_film_story_contributorid film_story_contributor_film_story_contributorid film story contributor film story contributorid film story contributor film story contributorid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/relatedBook,relatedBook,700,http://data.linkedmdb.org/resource/movie/relatedBook relatedBook related book related book lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_event_opening_date,film_festival_event_opening_date,685,http://data.linkedmdb.org/resource/movie/film_festival_event_opening_date film_festival_event_opening_date film festival event opening date film festival event opening date lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_event_name,film_festival_event_name,685,http://data.linkedmdb.org/resource/movie/film_festival_event_name film_festival_event_name film festival event name film festival event name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_event_freebase_url,film_festival_event_freebase_url,685,http://data.linkedmdb.org/resource/movie/film_festival_event_freebase_url film_festival_event_freebase_url film festival event freebase url film festival event freebase url lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_event_film_festival_event_id,film_festival_event_film_festival_event_id,685,http://data.linkedmdb.org/resource/movie/film_festival_event_film_festival_event_id film_festival_event_film_festival_event_id film festival event film festival event id film festival event film festival event id lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_event_closing_date,film_festival_event_closing_date,685,http://data.linkedmdb.org/resource/movie/film_festival_event_closing_date film_festival_event_closing_date film festival event closing date film festival event closing date lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_production_designer,film_production_designer,581,http://data.linkedmdb.org/resource/movie/film_production_designer film_production_designer film production designer film production designer lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_name,film_festival_name,566,http://data.linkedmdb.org/resource/movie/film_festival_name film_festival_name film festival name film festival name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_film_festivalid,film_festival_film_festivalid,566,http://data.linkedmdb.org/resource/movie/film_festival_film_festivalid film_festival_film_festivalid film festival film festivalid film festival film festivalid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_casting_director,film_casting_director,542,http://data.linkedmdb.org/resource/movie/film_casting_director film_casting_director film casting director film casting director lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_festival_event,film_festival_event,535,http://data.linkedmdb.org/resource/movie/film_festival_event film_festival_event film festival event film festival event lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_set_designer,film_set_designer,461,http://data.linkedmdb.org/resource/movie/film_set_designer film_set_designer film set designer film set designer lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date_release_date,film_regional_release_date_release_date,418,http://data.linkedmdb.org/resource/movie/film_regional_release_date_release_date film_regional_release_date_release_date film regional release date release date film regional release date release date lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date_name,film_regional_release_date_name,418,http://data.linkedmdb.org/resource/movie/film_regional_release_date_name film_regional_release_date_name film regional release date name film regional release date name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date_freebase_url,film_regional_release_date_freebase_url,418,http://data.linkedmdb.org/resource/movie/film_regional_release_date_freebase_url film_regional_release_date_freebase_url film regional release date freebase url film regional release date freebase url lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_release_region,film_regional_release_date_film_release_region,418,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_release_region film_regional_release_date_film_release_region film regional release date film release region film regional release date film release region lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_release_distribution_medium,film_regional_release_date_film_release_distribution_medium,418,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_release_distribution_medium film_regional_release_date_film_release_distribution_medium film regional release date film release distribution medium film regional release date film release distribution medium lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_regional_release_id,film_regional_release_date_film_regional_release_id,418,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_regional_release_id film_regional_release_date_film_regional_release_id film regional release date film regional release id film regional release date film regional release id lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_regional_debut_venue,film_regional_release_date_film_regional_debut_venue,418,http://data.linkedmdb.org/resource/movie/film_regional_release_date_film_regional_debut_venue film_regional_release_date_film_regional_debut_venue film regional release date film regional debut venue film regional release date film regional debut venue lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_regional_release_date,film_regional_release_date,413,http://data.linkedmdb.org/resource/movie/film_regional_release_date film_regional_release_date film regional release date film regional release date lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_genre_name,film_genre_name,409,http://data.linkedmdb.org/resource/movie/film_genre_name film_genre_name film genre name film genre name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_genre_film_genreid,film_genre_film_genreid,409,http://data.linkedmdb.org/resource/movie/film_genre_film_genreid film_genre_film_genreid film genre film genreid film genre film genreid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_art_director_name,film_art_director_name,365,http://data.linkedmdb.org/resource/movie/film_art_director_name film_art_director_name film art director name film art director name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_art_director_id,film_art_director_id,365,http://data.linkedmdb.org/resource/movie/film_art_director_id film_art_director_id film art director id film art director id lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_costume_designer_name,film_costume_designer_name,353,http://data.linkedmdb.org/resource/movie/film_costume_designer_name film_costume_designer_name film costume designer name film costume designer name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_costume_designer_film_costume_designerid,film_costume_designer_film_costume_designerid,353,http://data.linkedmdb.org/resource/movie/film_costume_designer_film_costume_designerid film_costume_designer_film_costume_designerid film costume designer film costume designerid film costume designer film costume designerid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_company_name,film_company_name,338,http://data.linkedmdb.org/resource/movie/film_company_name film_company_name film company name film company name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_company_film_companyid,film_company_film_companyid,338,http://data.linkedmdb.org/resource/movie/film_company_film_companyid film_company_film_companyid film company film companyid film company film companyid lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_production_designer_name,film_production_designer_name,293,http://data.linkedmdb.org/resource/movie/film_production_designer_name film_production_designer_name film production designer name film production designer name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_production_designer_freebase_url,film_production_designer_freebase_url,293,http://data.linkedmdb.org/resource/movie/film_production_designer_freebase_url film_production_designer_freebase_url film production designer freebase url film production designer freebase url lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_production_designer_film_production_designer_id,film_production_designer_film_production_designer_id,293,http://data.linkedmdb.org/resource/movie/film_production_designer_film_production_designer_id film_production_designer_film_production_designer_id film production designer film production designer id film production designer film production designer id lmdb
lmdb,http://data.linkedmdb.org/resource/movie/personal_film_appearance_type,personal_film_appearance_type,275,http://data.linkedmdb.org/resource/movie/personal_film_appearance_type personal_film_appearance_type personal film appearance type personal film appearance type lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_casting_director_name,film_casting_director_name,273,http://data.linkedmdb.org/resource/movie/film_casting_director_name film_casting_director_name film casting director name film casting director name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_casting_director_freebase_url,film_casting_director_freebase_url,273,http://data.linkedmdb.org/resource/movie/film_casting_director_freebase_url film_casting_director_freebase_url film casting director freebase url film casting director freebase url lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_casting_director_film_casting_director_id,film_casting_director_film_casting_director_id,273,http://data.linkedmdb.org/resource/movie/film_casting_director_film_casting_director_id film_casting_director_film_casting_director_id film casting director film casting director id film casting director film casting director id lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_population,country_population,246,http://data.linkedmdb.org/resource/movie/country_population country_population country population country population lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_name,country_name,246,http://data.linkedmdb.org/resource/movie/country_name country_name country name country name lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_languages,country_languages,246,http://data.linkedmdb.org/resource/movie/country_languages country_languages country languages country languages lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_iso_numeric,country_iso_numeric,246,http://data.linkedmdb.org/resource/movie/country_iso_numeric country_iso_numeric country iso numeric country iso numeric lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_iso_alpha3,country_iso_alpha3,246,http://data.linkedmdb.org/resource/movie/country_iso_alpha3 country_iso_alpha3 country iso alpha3 country iso alpha3 lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_iso_alpha2,country_iso_alpha2,246,http://data.linkedmdb.org/resource/movie/country_iso_alpha2 country_iso_alpha2 country iso alpha2 country iso alpha2 lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_id,country_id,246,http://data.linkedmdb.org/resource/movie/country_id country_id country id country id lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_fips_code,country_fips_code,246,http://data.linkedmdb.org/resource/movie/country_fips_code country_fips_code country fips code country fips code lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_currency,country_currency,246,http://data.linkedmdb.org/resource/movie/country_currency country_currency country currency country currency lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_continent,country_continent,246,http://data.linkedmdb.org/resource/movie/country_continent country_continent country continent country continent lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_capital,country_capital,246,http://data.linkedmdb.org/resource/movie/country_capital country_capital country capital country capital lmdb
lmdb,http://data.linkedmdb.org/resource/movie/country_areaInSqKm,country_areaInSqKm,246,http://data.linkedmdb.org/resource/movie/country_areaInSqKm country_areaInSqKm country area in sq km country area in sq km lmdb
lmdb,http://data.linkedmdb.org/resource/movie/film_set_designer_name,film_set_designer_name,206,http://data.linkedmdb.org/resource/movie/film_set_designer_name film_set_designer_name film set designer name film set designer name lmdb
