endpoint,predicate,local_name,usage_count,text
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_patient_barcode,bcr_patient_barcode,10144,http://tcga.deri.ie/schema/bcr_patient_barcode bcr_patient_barcode bcr patient barcode bcr patient barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/well_number,well_number,7740,http://tcga.deri.ie/schema/well_number well_number well number well number linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/spectrophotometer_method,spectrophotometer_method,7740,http://tcga.deri.ie/schema/spectrophotometer_method spectrophotometer_method spectrophotometer method spectrophotometer method linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/rinvalue,rinvalue,7740,http://tcga.deri.ie/schema/rinvalue rinvalue rinvalue rinvalue linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/ratio_28s_18s,ratio_28s_18s,7740,http://tcga.deri.ie/schema/ratio_28s_18s ratio_28s_18s ratio 28s 18s ratio 28s 18s linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/protocol_name,protocol_name,7740,http://tcga.deri.ie/schema/protocol_name protocol_name protocol name protocol name linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/protocol_file_name,protocol_file_name,7740,http://tcga.deri.ie/schema/protocol_file_name protocol_file_name protocol file name protocol file name linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pcr_amplification_successful,pcr_amplification_successful,7740,http://tcga.deri.ie/schema/pcr_amplification_successful pcr_amplification_successful pcr amplification successful pcr amplification successful linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/normal_tumor_genotype_match,normal_tumor_genotype_match,7740,http://tcga.deri.ie/schema/normal_tumor_genotype_match normal_tumor_genotype_match normal tumor genotype match normal tumor genotype match linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/gel_image_file,gel_image_file,7740,http://tcga.deri.ie/schema/gel_image_file gel_image_file gel image file gel image file linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/experimental_protocol_type,experimental_protocol_type,7740,http://tcga.deri.ie/schema/experimental_protocol_type experimental_protocol_type experimental protocol type experimental protocol type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_analyte_uuid,bcr_analyte_uuid,7740,http://tcga.deri.ie/schema/bcr_analyte_uuid bcr_analyte_uuid bcr analyte uuid bcr analyte uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/analyte_type_id,analyte_type_id,7740,http://tcga.deri.ie/schema/analyte_type_id analyte_type_id analyte type id analyte type id linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/analyte_type,analyte_type,7740,http://tcga.deri.ie/schema/analyte_type analyte_type analyte type analyte type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/a260_a280_ratio,a260_a280_ratio,7740,http://tcga.deri.ie/schema/a260_a280_ratio a260_a280_ratio a260 a280 ratio a260 a280 ratio linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/is_ffpe,is_ffpe,6675,http://tcga.deri.ie/schema/is_ffpe is_ffpe is ffpe is ffpe linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/vial_number,vial_number,6056,http://tcga.deri.ie/schema/vial_number vial_number vial number vial number linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_sample_uuid,bcr_sample_uuid,6056,http://tcga.deri.ie/schema/bcr_sample_uuid bcr_sample_uuid bcr sample uuid bcr sample uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_portion_barcode,bcr_portion_barcode,6018,http://tcga.deri.ie/schema/bcr_portion_barcode bcr_portion_barcode bcr portion barcode bcr portion barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_slide_barcode,bcr_slide_barcode,4570,http://tcga.deri.ie/schema/bcr_slide_barcode bcr_slide_barcode bcr slide barcode bcr slide barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/other_method_of_sample_procurement,other_method_of_sample_procurement,4462,http://tcga.deri.ie/schema/other_method_of_sample_procurement other_method_of_sample_procurement other method of sample procurement other method of sample procurement linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/method_of_sample_procurement,method_of_sample_procurement,4462,http://tcga.deri.ie/schema/method_of_sample_procurement method_of_sample_procurement method of sample procurement method of sample procurement linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_sample_procurement,days_to_sample_procurement,4462,http://tcga.deri.ie/schema/days_to_sample_procurement days_to_sample_procurement days to sample procurement days to sample procurement linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/portion_number,portion_number,3670,http://tcga.deri.ie/schema/portion_number portion_number portion number portion number linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/weight,weight,3009,http://tcga.deri.ie/schema/weight weight weight weight linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/date_of_creation,date_of_creation,3009,http://tcga.deri.ie/schema/date_of_creation date_of_creation date of creation date of creation linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_portion_uuid,bcr_portion_uuid,3009,http://tcga.deri.ie/schema/bcr_portion_uuid bcr_portion_uuid bcr portion uuid bcr portion uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/LCE,LCE,3009,http://tcga.deri.ie/schema/LCE LCE lce lce linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/time_between_excision_and_freezing,time_between_excision_and_freezing,3005,http://tcga.deri.ie/schema/time_between_excision_and_freezing time_between_excision_and_freezing time between excision and freezing time between excision and freezing linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/time_between_clamping_and_freezing,time_between_clamping_and_freezing,3005,http://tcga.deri.ie/schema/time_between_clamping_and_freezing time_between_clamping_and_freezing time between clamping and freezing time between clamping and freezing linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/shortest_dimension,shortest_dimension,3005,http://tcga.deri.ie/schema/shortest_dimension shortest_dimension shortest dimension shortest dimension linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/sample_type_id,sample_type_id,3005,http://tcga.deri.ie/schema/sample_type_id sample_type_id sample type id sample type id linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/sample_type,sample_type,3005,http://tcga.deri.ie/schema/sample_type sample_type sample type sample type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pathology_report_uuid,pathology_report_uuid,3005,http://tcga.deri.ie/schema/pathology_report_uuid pathology_report_uuid pathology report uuid pathology report uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/oct_embedded,oct_embedded,3005,http://tcga.deri.ie/schema/oct_embedded oct_embedded oct embedded oct embedded linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/longest_dimension,longest_dimension,3005,http://tcga.deri.ie/schema/longest_dimension longest_dimension longest dimension longest dimension linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/intermediate_dimension,intermediate_dimension,3005,http://tcga.deri.ie/schema/intermediate_dimension intermediate_dimension intermediate dimension intermediate dimension linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/initial_weight,initial_weight,3005,http://tcga.deri.ie/schema/initial_weight initial_weight initial weight initial weight linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/freezing_method,freezing_method,3005,http://tcga.deri.ie/schema/freezing_method freezing_method freezing method freezing method linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_collection,days_to_collection,3005,http://tcga.deri.ie/schema/days_to_collection days_to_collection days to collection days to collection linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/current_weight,current_weight,3005,http://tcga.deri.ie/schema/current_weight current_weight current weight current weight linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/NCNNCT_OthMethONSP,NCNNCT_OthMethONSP,3005,http://tcga.deri.ie/schema/NCNNCT_OthMethONSP NCNNCT_OthMethONSP ncnnct oth meth onsp ncnnct oth meth onsp linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/normal_tissue_anatomic_site,normal_tissue_anatomic_site,2691,http://tcga.deri.ie/schema/normal_tissue_anatomic_site normal_tissue_anatomic_site normal tissue anatomic site normal tissue anatomic site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/form_completion_date,form_completion_date,2671,http://tcga.deri.ie/schema/form_completion_date form_completion_date form completion date form completion date linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/histological_type,histological_type,2621,http://tcga.deri.ie/schema/histological_type histological_type histological type histological type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/section_location,section_location,2285,http://tcga.deri.ie/schema/section_location section_location section location section location linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_tumor_nuclei,percent_tumor_nuclei,2285,http://tcga.deri.ie/schema/percent_tumor_nuclei percent_tumor_nuclei percent tumor nuclei percent tumor nuclei linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_tumor_cells,percent_tumor_cells,2285,http://tcga.deri.ie/schema/percent_tumor_cells percent_tumor_cells percent tumor cells percent tumor cells linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_stromal_cells,percent_stromal_cells,2285,http://tcga.deri.ie/schema/percent_stromal_cells percent_stromal_cells percent stromal cells percent stromal cells linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_normal_cells,percent_normal_cells,2285,http://tcga.deri.ie/schema/percent_normal_cells percent_normal_cells percent normal cells percent normal cells linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_neutrophil_infiltration,percent_neutrophil_infiltration,2285,http://tcga.deri.ie/schema/percent_neutrophil_infiltration percent_neutrophil_infiltration percent neutrophil infiltration percent neutrophil infiltration linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_necrosis,percent_necrosis,2285,http://tcga.deri.ie/schema/percent_necrosis percent_necrosis percent necrosis percent necrosis linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_monocyte_infiltration,percent_monocyte_infiltration,2285,http://tcga.deri.ie/schema/percent_monocyte_infiltration percent_monocyte_infiltration percent monocyte infiltration percent monocyte infiltration linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/percent_lymphocyte_infiltration,percent_lymphocyte_infiltration,2285,http://tcga.deri.ie/schema/percent_lymphocyte_infiltration percent_lymphocyte_infiltration percent lymphocyte infiltration percent lymphocyte infiltration linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_slide_uuid,bcr_slide_uuid,2285,http://tcga.deri.ie/schema/bcr_slide_uuid bcr_slide_uuid bcr slide uuid bcr slide uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_of_neoadjuvant_treatment,history_of_neoadjuvant_treatment,2279,http://tcga.deri.ie/schema/history_of_neoadjuvant_treatment history_of_neoadjuvant_treatment history of neoadjuvant treatment history of neoadjuvant treatment linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/normal_tissue_proximity,normal_tissue_proximity,1986,http://tcga.deri.ie/schema/normal_tissue_proximity normal_tissue_proximity normal tissue proximity normal tissue proximity linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/consent_or_death_status,consent_or_death_status,1868,http://tcga.deri.ie/schema/consent_or_death_status consent_or_death_status consent or death status consent or death status linked tcga a
linkedTCGA-A,http://dbpedia.org/ontology/country,country,1837,http://dbpedia.org/ontology/country country country country linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_death,days_to_death,1774,http://tcga.deri.ie/schema/days_to_death days_to_death days to death days to death linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/vital_status,vital_status,1659,http://tcga.deri.ie/schema/vital_status vital_status vital status vital status linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/normal_control_type,normal_control_type,1575,http://tcga.deri.ie/schema/normal_control_type normal_control_type normal control type normal control type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/ncedna_dna_vol,ncedna_dna_vol,1575,http://tcga.deri.ie/schema/ncedna_dna_vol ncedna_dna_vol ncedna dna vol ncedna dna vol linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/ncedna_dna_qty,ncedna_dna_qty,1575,http://tcga.deri.ie/schema/ncedna_dna_qty ncedna_dna_qty ncedna dna qty ncedna dna qty linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/ncedna_dna_qm,ncedna_dna_qm,1575,http://tcga.deri.ie/schema/ncedna_dna_qm ncedna_dna_qm ncedna dna qm ncedna dna qm linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/ncedna_dna_conc,ncedna_dna_conc,1575,http://tcga.deri.ie/schema/ncedna_dna_conc ncedna_dna_conc ncedna dna conc ncedna dna conc linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/method_of_normal_sample_procurement,method_of_normal_sample_procurement,1575,http://tcga.deri.ie/schema/method_of_normal_sample_procurement method_of_normal_sample_procurement method of normal sample procurement method of normal sample procurement linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_normal_sample_procurement,days_to_normal_sample_procurement,1575,http://tcga.deri.ie/schema/days_to_normal_sample_procurement days_to_normal_sample_procurement days to normal sample procurement days to normal sample procurement linked tcga a
linkedTCGA-A,http://dbpedia.org/ontology/race,race,1549,http://dbpedia.org/ontology/race race race race linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_nuclei_percent,tumor_nuclei_percent,1508,http://tcga.deri.ie/schema/tumor_nuclei_percent tumor_nuclei_percent tumor nuclei percent tumor nuclei percent linked tcga a
linkedTCGA-A,http://dbpedia.org/ontology/ethnicity,ethnicity,1482,http://dbpedia.org/ontology/ethnicity ethnicity ethnicity ethnicity linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_necrosis_percent,tumor_necrosis_percent,1476,http://tcga.deri.ie/schema/tumor_necrosis_percent tumor_necrosis_percent tumor necrosis percent tumor necrosis percent linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/vessel_used,vessel_used,1457,http://tcga.deri.ie/schema/vessel_used vessel_used vessel used vessel used linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/top_slide_submitted,top_slide_submitted,1457,http://tcga.deri.ie/schema/top_slide_submitted top_slide_submitted top slide submitted top slide submitted linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/submitted_for_lce,submitted_for_lce,1457,http://tcga.deri.ie/schema/submitted_for_lce submitted_for_lce submitted for lce submitted for lce linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/sample_prescreened,sample_prescreened,1457,http://tcga.deri.ie/schema/sample_prescreened sample_prescreened sample prescreened sample prescreened linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/reason_path_confirm_diagnosis_not_matching,reason_path_confirm_diagnosis_not_matching,1457,http://tcga.deri.ie/schema/reason_path_confirm_diagnosis_not_matching reason_path_confirm_diagnosis_not_matching reason path confirm diagnosis not matching reason path confirm diagnosis not matching linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/path_confirm_tumor_nuclei_metrics,path_confirm_tumor_nuclei_metrics,1457,http://tcga.deri.ie/schema/path_confirm_tumor_nuclei_metrics path_confirm_tumor_nuclei_metrics path confirm tumor nuclei metrics path confirm tumor nuclei metrics linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/path_confirm_tumor_necrosis_metrics,path_confirm_tumor_necrosis_metrics,1457,http://tcga.deri.ie/schema/path_confirm_tumor_necrosis_metrics path_confirm_tumor_necrosis_metrics path confirm tumor necrosis metrics path confirm tumor necrosis metrics linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/path_confirm_report_attached,path_confirm_report_attached,1457,http://tcga.deri.ie/schema/path_confirm_report_attached path_confirm_report_attached path confirm report attached path confirm report attached linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/path_confirm_diagnosis_matching,path_confirm_diagnosis_matching,1457,http://tcga.deri.ie/schema/path_confirm_diagnosis_matching path_confirm_diagnosis_matching path confirm diagnosis matching path confirm diagnosis matching linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/other_vessel_used,other_vessel_used,1457,http://tcga.deri.ie/schema/other_vessel_used other_vessel_used other vessel used other vessel used linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/histological_type_other,histological_type_other,1457,http://tcga.deri.ie/schema/histological_type_other histological_type_other histological type other histological type other linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/digital_image_submitted,digital_image_submitted,1457,http://tcga.deri.ie/schema/digital_image_submitted digital_image_submitted digital image submitted digital image submitted linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_pathology_review,days_to_pathology_review,1457,http://tcga.deri.ie/schema/days_to_pathology_review days_to_pathology_review days to pathology review days to pathology review linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_weight,tumor_weight,1444,http://tcga.deri.ie/schema/tumor_weight tumor_weight tumor weight tumor weight linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_neoadjuvant_treatment,history_neoadjuvant_treatment,1410,http://tcga.deri.ie/schema/history_neoadjuvant_treatment history_neoadjuvant_treatment history neoadjuvant treatment history neoadjuvant treatment linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_drug_barcode,bcr_drug_barcode,1330,http://tcga.deri.ie/schema/bcr_drug_barcode bcr_drug_barcode bcr drug barcode bcr drug barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/targeted_molecular_therapy,targeted_molecular_therapy,1259,http://tcga.deri.ie/schema/targeted_molecular_therapy targeted_molecular_therapy targeted molecular therapy targeted molecular therapy linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/anatomic_neoplasm_subdivision,anatomic_neoplasm_subdivision,1164,http://tcga.deri.ie/schema/anatomic_neoplasm_subdivision anatomic_neoplasm_subdivision anatomic neoplasm subdivision anatomic neoplasm subdivision linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tissue_source_site,tissue_source_site,1116,http://tcga.deri.ie/schema/tissue_source_site tissue_source_site tissue source site tissue source site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/patient_id,patient_id,1116,http://tcga.deri.ie/schema/patient_id patient_id patient id patient id linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/other_anatomic_site,other_anatomic_site,1116,http://tcga.deri.ie/schema/other_anatomic_site other_anatomic_site other anatomic site other anatomic site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/informed_consent_verified,informed_consent_verified,1116,http://tcga.deri.ie/schema/informed_consent_verified informed_consent_verified informed consent verified informed consent verified linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/icd_o_3_site,icd_o_3_site,1116,http://tcga.deri.ie/schema/icd_o_3_site icd_o_3_site icd o 3 site icd o 3 site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/icd_o_3_histology,icd_o_3_histology,1116,http://tcga.deri.ie/schema/icd_o_3_histology icd_o_3_histology icd o 3 histology icd o 3 histology linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/icd_10,icd_10,1116,http://tcga.deri.ie/schema/icd_10 icd_10 icd 10 icd 10 linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/gender,gender,1116,http://tcga.deri.ie/schema/gender gender gender gender linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/disease_acronym,disease_acronym,1116,http://tcga.deri.ie/schema/disease_acronym disease_acronym disease acronym disease acronym linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/diagnosis_subtype,diagnosis_subtype,1116,http://tcga.deri.ie/schema/diagnosis_subtype diagnosis_subtype diagnosis subtype diagnosis subtype linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_initial_pathologic_diagnosis,days_to_initial_pathologic_diagnosis,1116,http://tcga.deri.ie/schema/days_to_initial_pathologic_diagnosis days_to_initial_pathologic_diagnosis days to initial pathologic diagnosis days to initial pathologic diagnosis linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_patient_uuid,bcr_patient_uuid,1116,http://tcga.deri.ie/schema/bcr_patient_uuid bcr_patient_uuid bcr patient uuid bcr patient uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/ethnicity,ethnicity,1091,http://tcga.deri.ie/schema/ethnicity ethnicity ethnicity ethnicity linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_followup_barcode,bcr_followup_barcode,1086,http://tcga.deri.ie/schema/bcr_followup_barcode bcr_followup_barcode bcr followup barcode bcr followup barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_other_malignancy,history_other_malignancy,1068,http://tcga.deri.ie/schema/history_other_malignancy history_other_malignancy history other malignancy history other malignancy linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/race,race,1024,http://tcga.deri.ie/schema/race race race race linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/radiation_therapy,radiation_therapy,1021,http://tcga.deri.ie/schema/radiation_therapy radiation_therapy radiation therapy radiation therapy linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_status,tumor_status,1001,http://tcga.deri.ie/schema/tumor_status tumor_status tumor status tumor status linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/radiation_treatment_adjuvant,radiation_treatment_adjuvant,1001,http://tcga.deri.ie/schema/radiation_treatment_adjuvant radiation_treatment_adjuvant radiation treatment adjuvant radiation treatment adjuvant linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_dx_indicator,new_tumor_event_dx_indicator,1001,http://tcga.deri.ie/schema/new_tumor_event_dx_indicator new_tumor_event_dx_indicator new tumor event dx indicator new tumor event dx indicator linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/last_contact_days_to,last_contact_days_to,1001,http://tcga.deri.ie/schema/last_contact_days_to last_contact_days_to last contact days to last contact days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/death_days_to,death_days_to,1001,http://tcga.deri.ie/schema/death_days_to death_days_to death days to death days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_melanoma_count,new_tumor_event_melanoma_count,995,http://tcga.deri.ie/schema/new_tumor_event_melanoma_count new_tumor_event_melanoma_count new tumor event melanoma count new tumor event melanoma count linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_surgery,new_tumor_event_surgery,916,http://tcga.deri.ie/schema/new_tumor_event_surgery new_tumor_event_surgery new tumor event surgery new tumor event surgery linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_pharmaceutical_tx,new_tumor_event_pharmaceutical_tx,916,http://tcga.deri.ie/schema/new_tumor_event_pharmaceutical_tx new_tumor_event_pharmaceutical_tx new tumor event pharmaceutical tx new tumor event pharmaceutical tx linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_dx_days_to,new_tumor_event_dx_days_to,916,http://tcga.deri.ie/schema/new_tumor_event_dx_days_to new_tumor_event_dx_days_to new tumor event dx days to new tumor event dx days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/prior_dx,prior_dx,822,http://tcga.deri.ie/schema/prior_dx prior_dx prior dx prior dx linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_tissue_site,tumor_tissue_site,774,http://tcga.deri.ie/schema/tumor_tissue_site tumor_tissue_site tumor tissue site tumor tissue site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/age_at_initial_pathologic_diagnosis,age_at_initial_pathologic_diagnosis,765,http://tcga.deri.ie/schema/age_at_initial_pathologic_diagnosis age_at_initial_pathologic_diagnosis age at initial pathologic diagnosis age at initial pathologic diagnosis linked tcga a
