endpoint,predicate,local_name,usage_count,text
swdFood,http://data.semanticweb.org/ns/swc/ontology#isPanelistAt,isPanelistAt,42,http://data.semanticweb.org/ns/swc/ontology#isPanelistAt isPanelistAt is panelist at is panelist at swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#completeGraph,completeGraph,41,http://data.semanticweb.org/ns/swc/ontology#completeGraph completeGraph complete graph complete graph swd food
swdFood,http://www.w3.org/2004/02/skos/core#broader,broader,38,http://www.w3.org/2004/02/skos/core#broader broader broader broader swd food
swdFood,http://swrc.ontoware.org/ontology#booktitle,booktitle,36,http://swrc.ontoware.org/ontology#booktitle booktitle booktitle booktitle swd food
swdFood,http://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#editorList,editorList,32,http://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#editorList editorList editor list editor list swd food
swdFood,http://purl.org/dc/terms/creator,creator,32,http://purl.org/dc/terms/creator creator creator creator swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#url,url,31,http://data.semanticweb.org/ns/swc/ontology#url url url url swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#hasRelatedArtefact,hasRelatedArtefact,31,http://data.semanticweb.org/ns/swc/ontology#hasRelatedArtefact hasRelatedArtefact has related artefact has related artefact swd food
swdFood,http://www.w3.org/1999/02/22-rdf-syntax-ns#_8,_8,30,http://www.w3.org/1999/02/22-rdf-syntax-ns#_8 _8  8  8 swd food
swdFood,http://www.w3.org/2002/12/cal/ical#description,description,29,http://www.w3.org/2002/12/cal/ical#description description description description swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#paperList,paperList,28,http://data.semanticweb.org/ns/swc/ontology#paperList paperList paper list paper list swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#hasLogo,hasLogo,20,http://data.semanticweb.org/ns/swc/ontology#hasLogo hasLogo has logo has logo swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#speaker,speaker,19,http://data.semanticweb.org/ns/swc/ontology#speaker speaker speaker speaker swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#givesKeynoteTalk,givesKeynoteTalk,19,http://data.semanticweb.org/ns/swc/ontology#givesKeynoteTalk givesKeynoteTalk gives keynote talk gives keynote talk swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#homepage,homepage,16,http://data.semanticweb.org/ns/swc/ontology#homepage homepage homepage homepage swd food
swdFood,http://www.w3.org/2002/07/owl#imports,imports,14,http://www.w3.org/2002/07/owl#imports imports imports imports swd food
swdFood,http://www.w3.org/1999/02/22-rdf-syntax-ns#_9,_9,14,http://www.w3.org/1999/02/22-rdf-syntax-ns#_9 _9  9  9 swd food
swdFood,http://rdfs.org/sioc/ns#topic,topic,14,http://rdfs.org/sioc/ns#topic topic topic topic swd food
swdFood,http://www.w3.org/1999/02/22-rdf-syntax-ns#_10,_10,11,http://www.w3.org/1999/02/22-rdf-syntax-ns#_10 _10  10  10 swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#isProvidedBy,isProvidedBy,11,http://data.semanticweb.org/ns/swc/ontology#isProvidedBy isProvidedBy is provided by is provided by swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#hasSponsorship,hasSponsorship,10,http://data.semanticweb.org/ns/swc/ontology#hasSponsorship hasSponsorship has sponsorship has sponsorship swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#moderator,moderator,9,http://data.semanticweb.org/ns/swc/ontology#moderator moderator moderator moderator swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#moderates,moderates,9,http://data.semanticweb.org/ns/swc/ontology#moderates moderates moderates moderates swd food
swdFood,http://www.w3.org/2000/01/rdf-schema#comment,comment,8,http://www.w3.org/2000/01/rdf-schema#comment comment comment comment swd food
swdFood,http://www.w3.org/1999/02/22-rdf-syntax-ns#_11,_11,5,http://www.w3.org/1999/02/22-rdf-syntax-ns#_11 _11  11  11 swd food
swdFood,http://swrc.ontoware.org/ontology#series,series,5,http://swrc.ontoware.org/ontology#series series series series swd food
swdFood,http://swrc.ontoware.org/ontology#address,address,5,http://swrc.ontoware.org/ontology#address address address address swd food
swdFood,http://sw.deri.org/2005/08/conf/cfp.owl#involved,involved,4,http://sw.deri.org/2005/08/conf/cfp.owl#involved involved involved involved swd food
swdFood,http://swrc.ontoware.org/ontology#publisher,publisher,3,http://swrc.ontoware.org/ontology#publisher publisher publisher publisher swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#editorList,editorList,3,http://data.semanticweb.org/ns/swc/ontology#editorList editorList editor list editor list swd food
swdFood,http://xmlns.com/foaf/0.1/primaryTopic,primaryTopic,2,http://xmlns.com/foaf/0.1/primaryTopic primaryTopic primary topic primary topic swd food
swdFood,http://www.w3.org/1999/xhtml/vocab#alternate,alternate,2,http://www.w3.org/1999/xhtml/vocab#alternate alternate alternate alternate swd food
swdFood,http://www.w3.org/1999/02/22-rdf-syntax-ns#_12,_12,2,http://www.w3.org/1999/02/22-rdf-syntax-ns#_12 _12  12  12 swd food
swdFood,http://swrc.ontoware.org/ontology#isbn,isbn,2,http://swrc.ontoware.org/ontology#isbn isbn isbn isbn swd food
swdFood,http://xmlns.com/foaf/0.1/depiction,depiction,1,http://xmlns.com/foaf/0.1/depiction depiction depiction depiction swd food
swdFood,http://www.w3.org/2000/01/rdf-schema#subClassOf,subClassOf,1,http://www.w3.org/2000/01/rdf-schema#subClassOf subClassOf sub class of sub class of swd food
swdFood,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,isDefinedBy,1,http://www.w3.org/2000/01/rdf-schema#isDefinedBy isDefinedBy is defined by is defined by swd food
swdFood,http://www.w3.org/1999/xhtml/vocab#stylesheet,stylesheet,1,http://www.w3.org/1999/xhtml/vocab#stylesheet stylesheet stylesheet stylesheet swd food
swdFood,http://www.w3.org/1999/xhtml/vocab#meta,meta,1,http://www.w3.org/1999/xhtml/vocab#meta meta meta meta swd food
swdFood,http://www.w3.org/1999/xhtml/vocab#icon,icon,1,http://www.w3.org/1999/xhtml/vocab#icon icon icon icon swd food
swdFood,http://www.w3.org/1999/02/22-rdf-syntax-ns#_13,_13,1,http://www.w3.org/1999/02/22-rdf-syntax-ns#_13 _13  13  13 swd food
swdFood,http://swrc.ontoware.org/ontology#volume,volume,1,http://swrc.ontoware.org/ontology#volume volume volume volume swd food
swdFood,http://sw.deri.org/2005/08/conf/cfp.owl#takesplace,takesplace,1,http://sw.deri.org/2005/08/conf/cfp.owl#takesplace takesplace takesplace takesplace swd food
swdFood,http://sw.deri.org/2005/08/conf/cfp.owl#for,for,1,http://sw.deri.org/2005/08/conf/cfp.owl#for for for for swd food
swdFood,http://sw.deri.org/2005/08/conf/cfp.owl#deadline,deadline,1,http://sw.deri.org/2005/08/conf/cfp.owl#deadline deadline deadline deadline swd food
swdFood,http://purl.org/ontology/bibo/editorList,editorList,1,http://purl.org/ontology/bibo/editorList editorList editor list editor list swd food
swdFood,http://purl.org/dc/terms/format,format,1,http://purl.org/dc/terms/format format format format swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#isLocationFor,isLocationFor,1,http://data.semanticweb.org/ns/swc/ontology#isLocationFor isLocationFor is location for is location for swd food
swdFood,http://data.semanticweb.org/ns/swc/ontology#hasProgramme,hasProgramme,1,http://data.semanticweb.org/ns/swc/ontology#hasProgramme hasProgramme has programme has programme swd food
